,title,author,read_cnt,reply_cnt,timestamp
1203,券商，地产熄火了，那资金肯定会找其他板块，这两天医药医疗板块有动作，感觉是前面的,火中取栗火火火,27,0,08-09 10:14
1204,我输了，我输得很惨很惨，作为职业股民这多年下来，我真心,快手瑞远经典视频,224104,2778,10-07 01:27
1205,胡锡退在哪里，速速出来,加油吧小吃街,30,0,08-09 10:13
1206,内资这帮狗，一看北巷进来他们就特么捧臭脚,财富自由,50,1,08-09 10:10
1207,再次下调去年7月对大癌的预判，3250会成为未来一段时期的天花板！去年的预判见下,豪赌永远与您同在,5821,225,07-14 02:52
1208,咱们的市场真的除了跌就是跌了吗？,股友63557Al322,25,0,08-09 10:13
1209,反正一字，跌跌跌,股友6680u87B53,22,0,08-09 10:13
1210,万年不变,韭菜收割机888,20,0,08-09 10:13
1211,每天指数小跌，个股跌成gou,股友5230N025n9,17,0,08-09 10:13
1212,一步一步让你们入套,不价投财神帮不了,27,0,08-09 10:13
1213,清仓销户，等行情好了再开户！[奸笑][奸笑],是股神来了呀,13,0,08-09 10:13
1214,都没钱，死气沉沉的,股友73fG100668,24,0,08-09 10:13
1215,阳光电源下半年或将跌至14元/股,吉米米4530,226,1,08-08 02:22
1216,刚才第一财经说：上证指数目标3500到3700,吉米米4530,315,3,08-08 11:10
1217,满是绝望的感觉！,股友7G2K578090,13,0,08-09 10:13
1218,逗你玩！,股友157u59d256,13,0,08-09 10:13
1219,4-5月就说过3100-3000才真正低部,股龙_放凤,13,0,08-09 10:13
1220,丢人现眼,yyds100,18,0,08-09 10:13
1221,北向和内资又是联手跑路了！,汪砸种股票跌,21,0,08-09 10:13
1222,以岭药业,楚子春,19,0,08-09 10:13
1223,来吧小可爱！！！我在3200等着你,余小二,55,0,08-09 10:13
1224,看汇率，不跌100点正常吗？,到点抄底,17,0,08-09 10:13
1225,上证指数走的这么纠结，主要是因为证券形成不了合力，现在证券股分为两派，一派以中信,绿油油的黑森林2,85,1,08-09 10:06
1226,关注下周的短线调整,老海螺,534,7,08-06 11:29
1227,活跃大批量套牢，熊市的开始,股龙_放凤,15,0,08-09 10:12
1228,重大利好抄底果断抄底！有重大利好！抄底果断抄底！有重大利好！,股友153120fV21,36,1,08-09 10:03
1229,又一次被诱杀,股友69r01V2661,23,0,08-09 10:12
1230,今天是强势盘，打下去就买！明天有出来的机会！,吉象买东南方,30,0,08-09 10:12
1231,你能不跌吗,股友献忠,24,0,08-09 10:12
1232,3170附近进,左侧交易小葱,23,0,08-09 10:12
1233,整个市场无限发新股，现在每天都是跌多涨少，大盘暴涨一天可以跌10天，现在热门股票,多财高升de江仰止,24,0,08-09 10:12
1234,大家抄底的热情还很高，短期只能套利，等不敢抄了，就是买点了,韭黄1,37,1,08-09 10:05
1235,今天又是不想看盘的一天，不要怀疑自己的选择，就是大盘不行。,佛系大鲨鱼,21,0,08-09 10:12
1236,今天收小阳线,优雅的萧陌然2,45,2,08-09 10:05
1237,牛在哪？在哪？涨2天就鼓吹牛市,等待中的小灰兔,40,0,08-09 10:12
1238,下跌概率完全大概与上涨概率。空仓正确,股龙_放凤,19,0,08-09 10:11
1239,上天，上天啊！,基民ckVWGj,16,0,08-09 10:11
1240,尾盘肯定大跌,A战神,26,0,08-09 10:11
1241,来大盘这里占个楼@陈慕李 ,今年大家共同加油,30613,8157,10-12 06:30
1242,3236再考虑进，现在成本价还是贵了点,坚持白马永不满仓,43,0,08-09 10:11
1243,每拉一次都是吸氧后的回光反照！,snake768,63,0,08-09 10:11
1244,涨一天要跌多久，这周还没红过么,我是一颗新鲜的韭菜,27,0,08-09 10:11
1245,买医药板块卖食品板块！！！！！！,足智如意地典韦,20,0,08-09 10:11
1246,拉升失败了吗？注册制下业绩相当差的服务业无人喝彩 才会出现一拉就跑的现象,龙伏蛇动,24,0,08-09 10:11
1247,a股，散户买进行为，视为主力卖货。主力成本必然下降，所以出货就意味着，价格下降。,aiguge,26,0,08-09 10:11
1248,大盘没有一天不跌的，个股跌这么多，,xiaosheng111,31,0,08-09 10:11
1249,牛市易亏钱,A股_渣男,39,1,08-09 10:06
1250,指数跌不下去，毕竟天天拉证券保险地产白酒等，但个股跌的稀里哗啦。[拜神][拜神],KARRL,82,1,08-09 10:01
1251,唉，又开始跳！,高梁土,15,0,08-09 10:10
1252,死气沉沉的股市，唉,瑶瑶3kj8f6,40,1,08-09 10:06
1253,销户吧亏了认输，千万别想着回本，会越亏越多，忠告良言,谦逊的西门伟涛,32,0,08-09 10:10
1254,炒股如果幡然醒悟，后续也将顺风顺水，其实是思路是可以复制的，今天借着节假期间分享,大A老杨1,189,2,08-09 10:00
1255,横久必跌，横久必跌，横久必跌。重要事情说三遍。要涨早就涨了，实在无力上涨，赶紧卖,xiao逗鸭,56,0,08-09 10:10
1256,布林线中轨先调整到再说，,空仓等待拐头行动,28,0,08-09 10:10
1257,指数向下，涨的数量向上，为什么,坚持白马永不满仓,17,0,08-09 10:10
1258,天天跌，这么缺爹,although,16,0,08-09 10:10
1259,，自选40个票，没有红的,三日行情,16,0,08-09 10:10
1260,狠活跃！！！,股友N8560v0512,28,0,08-09 10:10
1261,老胡把股民忽悠进股市！自己撤了！,股友ZXlxPW,214,3,08-09 09:54
1262,今天8月8号周二立秋：提前一天发帖！！！8.7号凌晨发帖说这周前三天8.7，8.,soemke,702,10,08-08 10:22
1263,今天就是磨磨唧唧的一天啊,六十亩地,25,0,08-09 10:09
1264,[图片],旺旺菠萝头,30,0,08-09 10:09
1265,砸穿3200！！！有种你就来！！！,余小二,41,1,08-09 10:05
1266,不要存在侥幸心理，资本不会仁慈，不要有想法，我们可以站在上帝的一方，天上不会掉馅,孤城飞雪,67,0,08-09 10:09
1267,明天重新试探3277,韭菜的理财生活,290,6,08-08 04:45
1268,屠龙刀数据-工智,烽烟纵横,1996,39,08-08 03:47
1269,坚决支持摩根士丹利！……说实话！,A股熊霸宇宙,30,0,08-09 10:09
1270,新一轮熊开始,实事求是1936,32,0,08-09 10:09
1271,大盘调整是不是要见到3228点才能结束？还是在等待利好消息 t+0 呢？,勇攀150,32,0,08-09 10:09
1272,赶紧拉，不拉明天拿什么跌。,凄惨的小韭菜,20,0,08-09 10:09
1273,只数没下来，个股跌的稀里哗啦,股友065f338K19,64,1,08-09 10:04
1274,只有继续大跌一条路,控制不住自己个,42,1,08-09 10:04
1275,我躺平了，就不信你能跌到一千点。,基民nzxHPg,32,0,08-09 10:08
1276,缺口还没补，下来吧，磨叽个什么，钝刀割肉。,再给一次机会吧,34,0,08-09 10:08
1277,这游戏就融资的赢了[哭],千山飞,67,1,08-09 09:34
1278,今天600098广州发展不涨？下周300996中小创必跌30%,吉米米4530,389,1,08-04 02:54
1279,哈哈哈哈,基民W0Dxnh,25,0,08-09 10:08
1280,20230808[量化技术分析]A股主要指数每日收评,spike_技术分析,468,10,08-08 08:42
1281,8月9日（周三）壹哥操盘策略,财经壹股红,712,17,08-09 08:41
1282,胆小的好处就是保住了口袋里的真金白银！家里不开银行，还是得珍惜这两个铜板，来之不,shark8965,58,0,08-09 10:07
1283,拜拜了您嘞,股友N0LOfE,26,0,08-09 10:07
1284,变盘在即,乐乐606,53,1,08-09 10:03
1285,又跌又跌！,基民zYznsK,23,0,08-09 10:07
1286,别控盘了，没用都没人玩了。,富贵嚄,47,0,08-09 10:07
1287,给投资者信心,随泪轻泣,18,0,08-09 10:07
1288,天天下跌,股友bFvz7F,63,3,08-09 09:52
1289,政策利好易出货，经济利好易进货。,c7119951424279612,16,0,08-09 10:07
1290,中长期底部已经探明并确认！下一步随时反弹上涨！,经常的左丘忻欢2,20,0,08-09 10:07
1291,看来大盘真的没有力气冲了，开起大调整。快快出来一半观望为好,n619113619816070,16,0,08-09 10:07
1292,黄金昨晚低位调整1925上下，今日周三，预计继续调整，日内关注区间1923到19,Bu吃香菜,37,0,08-09 10:07
1293,大家销户吧，我7月份清仓的，到现在空仓中，真好，少亏就是赚，典型的指数行情，谁以,基民大狗头,127,3,08-09 09:55
1294,理大削该怎么办,股友XvdzID,59,2,08-09 10:00
1295,服了彻彻底底的服了！,股友6Y20268f96,56,0,08-09 10:06
1296,指数跌的不多，个股跌幅伤害巨大,准备销户戒赌,49,0,08-09 10:06
1297,大家快跑，多路资金己经在路上调头不来了，转去天堂了,招财满腹得与失,36,0,08-09 10:06
1298,大牛市来了大家快点买,股友zifkOh,24,0,08-09 10:06
1299,每天都是亏钱，买什么亏什么，割什么涨什么！天天持仓个股都是全绿，唉，何时能到头！,股友Q6TgY9,20,0,08-09 10:06
1300,永远常怀敬畏之心！今天不上补周一缺口，没戏！今天补？做梦！减！减！减！除此别无他,shark8965,103,3,08-09 08:37
1301,美元涨也不行、美元跌也不行、到底咋样才行啊,芣洁哋靈魂,102,3,08-09 09:55
1302,暴跌一下，再来，然后积极性就起来了,股友9fALTS,19,0,08-09 10:05
1303,现在你买到涨停的不一定会得到祝福，但是你销户了，放下了，逃离了，会有很的人都真心,牛不言顶,466,7,07-20 11:15
1304,持有就继续大涨？都想继续大涨，你持有的这一只有这种可能吗？这几只个股争议那么大，,昌行者,77,1,08-09 07:10
1305,个股跌到希,股友mnHzLm,29,0,08-09 10:05
1306,现在不是单纯的黑色星期四，而是黑色一个周两个周，只要开盘就是卖卖,大发满堂de风清扬,105,1,08-09 10:01
1307,随便一买就是买在山顶彻底服了,准备销户戒赌,17,0,08-09 10:05
1308,请问大神是不是恐慌？ 托者GUN,大发富贵地丘处机,41,2,08-09 09:42
1309,国家队应该出手把恶意做空的游资一网打尽，让他们血本无归，还股市一片郎朗干坤,独享八卦炉,25,0,08-09 10:05
1310,昨天抄底的以为今天来小扬开盘就跌，相信T+1的都被套做T也得留下底牌。,火速增援,40,0,08-09 10:05
1311,大盘这次不知道2850能不能守住，信任危机了,三起三落遇满江红,77,1,08-09 09:59
1312,我赌今天大反攻[加油],顺势而为s,16,0,08-09 10:05
1313,大a只不认娘[大笑][大笑][大笑],股友386nW92993,21,0,08-09 10:04
1314,转发,三千二百点守不住,20,0,08-09 10:04
1315,这种盘面格局后期还是需要券商激活,仰望星空喵喵1,40,2,08-09 09:15
1316,牛来了今天流出300亿,黄禾招财,24,0,08-09 10:04
1317,拉ai，中字头的后果就是大家一起死,股友789l132C85,16,0,08-09 10:04
1318,散户下决心快离开的时候，发篇文留住你，慢慢割,后悔来不及了,92,1,08-09 10:01
1319,谁说牛市来了，2周过去了才涨2%,基民399ap93059,197,7,08-09 09:52
1320,东方红，太阳升～,加油吧小吃街,16,0,08-09 10:04
1321,5月份开始就废了,股友f7769763m8,14,0,08-09 10:04
1322,A股如此便宜，我愿望全买了，可惜没有票子！,股友RbxEvO,44,0,08-09 10:04
1323,渐行渐近的牛市已到来！！[想一下][想一下][俏皮][俏皮],什么牛神蛇鬼,18,0,08-09 10:04
1324,一千多支股票暴涨，仅有三千多支股票下跌,宽广的青漫2,23,0,08-09 10:04
1325,及时止损。。。,炒股王,28,0,08-09 10:04
1326,大牛市，真大真大，持久力也强,阵解星芒尽,101,2,08-09 09:56
1327,天天三千多只股票下跌，厉害了大A。,zyy开心也是一天,41,0,08-09 10:03
1328,开盘看A50，盘中又看日经，犹犹豫豫，前怕狼后怕虎，真是一点主见都没有，从没见过,要涨一个炒一个势,16,0,08-09 10:03
1329,真的是服了，以后不要拉了就这样吧。每次拉个大阳就是跌一礼拜，关键拉大阳的时候都是,股友v0953A7527,69,0,08-09 10:03
1330,一天炒一个板块，空仓继续打游戏,st拉萨第三小分队队长,25,0,08-09 10:03
1331,大象不活跃  只活跃一个板块  你够吗？？？,股友4hL3PH,16,0,08-09 10:02
1332,大盘直奔30年的均线,跌破30年均线,24,0,08-09 10:02
1333,这行情就想知道有没有跳？的,chenjintong1981,32,0,08-09 10:02
1334,怕死的可以走了。,格外人,23,0,08-09 10:02
1335,上个星期画大饼。。这个星期没红过！！,加油陌生人,34,0,08-09 10:02
1336,房地产最后洗盘，可以上车了[大笑][大笑][大笑],回本就销66666,24,0,08-09 10:02
1337,大家快来接盘啊,低保玩股票期货,27,0,08-09 10:02
1338,今日31,上上下下3000,749,31,07-31 08:42
1339,是用来专门做空中国股市的！你只要看到摩根大通买入了哪只股票，第二天肯定是用来砸盘,第一报到,53,0,08-09 10:01
1340,牛市前期？搞笑呢,股友5775O09I67,33,0,08-09 10:01
1341,这股票玩不了,小白89115Y20v5,27,0,08-09 10:01
1342,今天再收一颗星,股友Hgide9,26,0,08-09 10:01
1343,$上证指数(SH000001)$,加油陌生人,25,0,08-09 10:01
1344,熊。,炒股王,35,0,08-09 10:01
1345,弱弱的问一句，牛还在吗？,n1437390024a08057138,544,45,08-09 09:25
1346,上证指数今天将百点长阳！金入主升（重复去年10月中旬的走势）,吉米米4530,430,4,08-09 08:25
1347,回撤后的进攻有意义吗？指不定亏损更多,稀有的韩心媛3,27,0,08-09 10:01
1348,何时股市能转好和雄起？我来做个大胆的逻辑分析:目前中特估、地产、大金融、证券基本,Pferd1334533,16,0,08-09 10:01
1349,大牛市月经指数3000点不保,股友zjSFvp,55,0,08-09 10:00
1350,水利板块异动拉升韩建河山涨停东方财富Choice数据水利板块异动拉升，韩建河山涨,我们都是自己人,52,0,08-09 10:00
1351,远离股市就是最大的幸福,清风股长,32,0,08-09 10:00
1352,这行情躺平即可[捂脸],股市碎碎念,30,0,08-09 10:00
1353,智翔金泰大家都看看,大跌在此,27,0,08-09 10:00
1354,抄底空头陷阱！榨手中最后一手筹码！果断抄底！有重大利好！,股友153120fV21,76,1,08-09 09:47
1355,今天的钱比昨天少一点，明天的钱比今天的少一点。永远没有尽头！,小蚂蚁撬地球666,67,2,08-09 09:56
1356,今天最后一跌,职业炒股高手,25,0,08-09 09:59
1357,创指红了[献花][献花][献花][献花][献花][献花][献花][献花][献花],基民pyTOhr,35,0,08-09 09:59
1358,伟大的正确的！,大z道x至c简,32,0,08-09 09:59
1359,内资狗们，别再吸血了。,稳稳地桃花,32,0,08-09 09:59
1360,不破3000点不要进场，让猪力折胜[憨笑][憨笑][憨笑],zs0608,51,1,08-09 09:56
1361,这年头不如以往，各种平台杰出评论和炒股软件那么多，想要搞出个牛市来，做梦吧！还有,股友NYvY4l,87,0,08-09 09:59
1362,天天这样跌！家里有矿也扛不住呀！,刻苦钻研的加菲猫,24,0,08-09 09:59
1363,今明2天会有大跳水，注意观看？,勇士2000008,27,0,08-09 09:59
1364,刚刚半仓冲进了保险，半仓进拉证劵，看来这行情就是金融吃肉啊,九鼎久,104,2,08-09 09:55
1365,目前仓位控制在2成，期待大盘在来个暴跌，让我好加点仓位。,广西南宁人o,59,0,08-09 09:59
1366,股票的连续大跌对于股民来说是最不愿碰到的事情了，可是有时候却无法避免。那么如何在,一枚小游资,152,3,08-09 08:58
1367,想想多可悲,doudou520520,47,0,08-09 09:59
1368,经济形势总体向好，风景这边独好，现在就是大牛市,股友1L00E26689,39,0,08-09 09:59
1369,这指数一天不被绿都难受,股友HVcBEw,49,1,08-09 09:55
1370,缺口必补，勿进,股友799wm18558,26,0,08-09 09:59
1371,今天的A股，彻底的炸锅了，让我万万没想到，成交量还是这么大，接下来行情会这样走,股侠钟超,22316,94,08-01 12:05
1372,又是拉的保险银行地产白酒，还是老套路,九鼎久,63,1,08-09 09:47
1373,返弹卖掉，去买国债逆回购，还近二个点不比这天天亏强吗,基民53518E8u73,26,0,08-09 09:58
1374,每天开盘就亏钱？,新手小菜鸟101,39,1,08-09 09:56
1375,今天还是看不懂的一天，三千四百个绿色，指数-0.2，,关东煮面条,43,0,08-09 09:58
1376,这就是所谓的牛市！,股友157u59d256,37,0,08-09 09:58
1377,拉指数，个股基金暴跌，真的恶心人，这，涨的时候磨磨唧唧半天还是收绿，跌的,懂得分享之李寻欢,18,0,08-09 09:58
1378,主力加紧跑，要创业绩,潇洒得迪夫,44,0,08-09 09:58
1379,地狱难度,牛市起点1000,28,0,08-09 09:58
1380,就这点量，怎么涨，僵尸市场！,森林法则你懂的,34,0,08-09 09:58
1381,普涨格局抄底冲,为天地立命,27,0,08-09 09:58
1382,今天进了三分之二的仓位，不看了出去走走，人生不只有股市，还有诗和远方和大海[大笑,股友zZwmqw,360,5,08-02 01:56
1383,#券商股行情结束了？#不知道，反正我上周三减仓一半，周五券商全清了。错过了一点点,小犹太是人间理想,27,0,08-09 09:57
1384,外资大幅净流出，但A股仅是小幅调整，小周期调整何时结束？,圆周谈基,333,2,08-08 10:59
1385,跟昨天的走势一样一样的，不拉小盘股没戏,疯狂飙牛,60,0,08-09 09:57
1386,每天3000多家下跌谁吃的消啊,刚刚开始,32,0,08-09 09:57
1387,“T+0”消息不断，券商股探底回升，如何应对？,曾书书战记,4715,34,08-08 05:35
1388,只有指数上去了，才能抛开指数做个股指数不涨凭什么张啊，估值都那么高,tsy迷茫的人,27,0,08-09 09:56
1389,还在讨论政策底和市场底的人不是精神有问题？就是没技术分析能力,吉米米4530,582,2,07-28 07:20
1390,A股跌得我没了脾气！说好的牛市呢？每天都要损失几百，看着心疼！都怪自己手痒，意志,顺利发财哥,29,0,08-09 09:56
1391,幺蛾子不断...[怒][怒][怒][怒],天意_NICAI,255,5,08-08 10:08
1392,今天又是3500家下跌,退市股一新动力,97,4,08-09 09:42
1393,今天不涨继续↓,n4316133206543901441,22,0,08-09 09:55
1394,找不出A股上涨的理由与动力？,基民CJKFo0,51,0,08-09 09:55
1395,又是全埋的一天……,有理智的令狐冲,45,0,08-09 09:55
1396,$上证指数(SH000001)$,突破历史123,24,0,08-09 09:55
1397,8月8日复盘,主力思维财经,180,2,08-08 08:43
1398,涨不涨，跌不跌，一点不活跃。,股友7512Av0191,38,0,08-09 09:54
1399,由于受外围股市影响，早点休息吧。,麦大小理,28,0,08-09 09:54
1400,指数微跌，股东死一大片,股友28u170m830,35,0,08-09 09:54
1401,4500点都是低市盈率的带动,思维改变命运HBXYZCGL,26,0,08-09 09:54
1402,现在玩股票只要开盘看一眼收盘看一眼就行，基本一条水平直线，真好,kkmm1110,27,0,08-09 09:54
1403,令人绝望的A股,准备销户戒赌,33,0,08-09 09:54
1404,二印度不是说牛市开始了吗……两天的牛市？！[大笑][大笑][大笑],属牛的小散,29,0,08-09 09:54
1405,不用看都知道，主力卖卖卖。,基民nzxHPg,28,0,08-09 09:54
1406,超级大阳线超级大阳线,基民pyTOhr,25,0,08-09 09:54
1407,券商股保险股仍然是未来行情主线,东财网友6693513626511626,37,1,08-09 09:45
1408,不可能！不可能！不可能！！绝对不可能[呲牙][呲牙][呲牙],隨遇而安0317,37,0,08-09 09:53
1409,政策导向建设工程，就给大家说说这个板块，建设工程目前属于强势回调，是在强势区内，,神见了也得跪拜,53,1,08-08 10:16
1410,证券不涨什么都长不了，因为其他的都炒作过了，只有证券跌了三年之久,tsy迷茫的人,93,2,08-09 09:50
1411,一个人赚不到他认知之外的钱，这个是事实，大家感觉对股市认知怎么样？如果没有认知清,舍888888得,30,0,08-09 09:53
1412,绿了三天，我预测最少还得两天,股友091085L31x,50,0,08-09 09:53
1413,拉证券白酒砸科技，真是没完了啊,无敌反向哥,52,0,08-09 09:53
1414,别买了，8月底再看,上无立锥之地,39,0,08-09 09:53
1415,这时候还拉银行，怎么想的。拉了让外资跑吗？,处处是家,75,1,08-09 09:46
1416,3500多家待涨，赚钱效应超级强[困顿],Howard_zhang,28,0,08-09 09:53
1417,今日看点,股医先锋,121,0,08-09 09:53
1418,指数上不去别的其他的无从谈起，而且证券是带指数的,tsy迷茫的人,29,0,08-09 09:52
1419,最近很流行一句话叫“别管挣不挣钱.就问活不活跃”其实这侧面反应出了一个问题，那就,梅马炮,1058,8,08-08 02:53
1420,不买股票，不打新，不消费,股友c685l85639,52,0,08-09 09:52
1421,可以关掉软件休息了，跌到3168再看不迟,股友6127k93i00,70,1,08-09 09:33
1422,又是几亿控制数千亿的一天[坏笑],乐呵呵的葡萄,33,0,08-09 09:52
1423,内资不要犹豫，继续加大力度保持。涨有风险要查的,I不停涨,47,0,08-09 09:52
1424,继续拉证券房地产，加油,大A2天牛市,29,0,08-09 09:52
1425,完蛋了吗这样好看散户还敢吵股,股友9XPzTP,20,0,08-09 09:51
1426,你看你看，牛来了。,讲股大叔,37,0,08-09 09:51
1427,恒大，碧桂园，万科,GDP669,21,0,08-09 09:51
1428,没有量，市场不可能活跃！,股友C87w006625,22,0,08-09 09:51
1429,别墨迹了，赶快下去补缺口。,低级的慕容梦娇2,50,0,08-09 09:51
1430,立霸股份，今年这个业绩，建议半年报股东10送10。,popop10151,63,0,08-09 09:51
1431,新股这几天不发,个人社239900038,17,0,08-09 09:51
1432,仙某达还没有上市，但是有种感觉已经玩不下去了。,HX7C9B8,20,0,08-09 09:50
1433,拉一波割一批的牛市啊！,骑扬万贯的刘邦,67,1,08-09 09:46
1434,恒。坚定看多。,土尧土角,25,0,08-09 09:50
1435,不是要散户挣钱吗，亏的比之前更多了,股友05I6a80692,25,0,08-09 09:50
1436,#券商股行情结束了？#,天晨广告制作,39,0,08-09 09:50
1437,量化是谁发明的,认真负责得卡卡西,24,0,08-09 09:50
1438,4200待涨？,永远不割肉的韭菜,95,3,08-09 09:33
1439,还是3000多家下跌[微笑][微笑][微笑],股友066YF75072,36,0,08-09 09:49
1440,还是3000多家下跌[微笑][微笑][微笑],股友066YF75072,36,0,08-09 09:49
1441,大盘熊脾气将一熊到底！破3000将梦想成真！[看空][看空][看空][空仓][空,操盘高手,38,1,08-08 01:26
1442,继续大量发，继续跌,LiD2507,60,0,08-09 09:49
1443,唉，又是拉券商，咱能换个板块吗，券商如果能带动别的板块涨也就算了，现在是券商吸走,无心向天,61,0,08-09 09:49
1444,摸到3300就跑,额无零零,28,0,08-09 09:49
1445,冲啊！让绩优的权重股拉起来吧！起来！起来！起来！冲啊,曙光资本,29,0,08-09 09:49
1446,这么大的A涨跌还看外资流向，你说这是一个啥吧？,白马起飞,30,0,08-09 09:49
1447,这个市场真神奇，指数始终3000点附近徘徊，更神奇的是不管指数涨跌，几乎每天30,股友0w8Y980195,33,0,08-09 09:48
1448,又开始拉券商股,多财满腹de蓝银皇,87,3,08-09 09:38
1449,一熊到底！熊的力量！破3000！[看空][看空][看空][空仓][空仓][空仓],操盘高手,65,0,08-09 09:48
1450,万绿丛中一点红，东方特立独行，我看行。[色][得意]昨晚外围跟着一起共振全球市场,卧龙说股到金,715,5,08-09 06:31
1451,大喊一声：大盘见底了，午后暴涨！,吉米米4530,6025,38,10-24 11:19
1452,开盘三天绿三天[惨!关灯吃面],股友啥时能回本,35,1,08-09 09:45
1453,不突破3450，就是妄谈牛市，压力就是压力，只有突破才能变成支撑！,G弈道,82,0,08-09 09:48
1454,又是什么情况？,坚毅的爱宇航,31,0,08-09 09:48
1455,十分钟流出48亿[围观],拔韭不离食,36,1,08-09 09:43
1456,你们都买回家,c7572951442763441,25,0,08-09 09:48
1457,又要去前面补缺口了[捂脸],霸绝聆仙途,26,0,08-09 09:47
1458,天天大面,牛年吉祥如意,33,0,08-09 09:47
1459,让每个人都能通过基金和股市赚钱[大笑][摊手][笑哭],股友F8372e9185,232,4,08-08 09:58
1460,中国，把钱还给我吧，哎，哭了,绿绿绿很环保,21,0,08-09 09:46
1461,谁能给我解释下一下现象：比如收盘时我的收益是-400，第二天收益就变成了-450,独酌相亲,321,8,08-09 09:26
1462,没有利好必须连续下跌,千万别炒A股,51,1,08-09 09:40
1463,继续做空中小板,三起三落遇满江红,24,0,08-09 09:46
1464,便宜货是无穷尽的，要打压到什么时候？,基民nzxHPg,51,0,08-09 09:46
1465,午后上海国资改革股、广东股票将大涨。明天上证指数百点长阳,吉米米4530,868,14,08-07 11:23
1466,股民最最痛苦的事是指数还在，钱没了……,沧海一粟0839554,30,0,08-09 09:46
1467,七月再见，八月你好。往后余生有爱则爱，无爱则待。不亏待每一份纯粹的热忱，不讨好任,栀子花开123,327,21,07-31 07:42
1468,大神们，怎么开通做空。,鱿鱼有木有,27,0,08-09 09:46
1469,$上证指数(SH000001)$,股友rpMVJr,27,0,08-09 09:46
1470,真的不想玩了，心累了，亏了20万了，买一只亏一只啊，简直,绿绿绿很环保,45,0,08-09 09:46
1471,才跌3500家而已[想一下],花10月初5生日,44,0,08-09 09:45
1472,没劲每天开盘就知道要跌,输不穷的小强,32,0,08-09 09:45
1473,这股市没法玩了全部清仓等待时机,实力雄厚得斯特拉,36,1,08-09 09:43
1474,星期三星期四百分之八十是跌的[呲牙][呲牙][呲牙][呲牙][大笑][大笑][大,股市好比火坑,56,2,08-09 09:43
1475,很明显牛市已经来临，这不卖房融资满仓干，活该你们赚不到钱。。。[上涨][上涨][,黔驴技穷,255,7,08-09 09:35
1476,转发学习，感恩乐哥哥分析提醒指导[献花]，辛苦了[爱心],乐哥的真铁粉6688,27,1,08-09 09:25
1477,RMB汇率稳定非常重要,逻辑洞悉,75,0,08-09 09:45
1478,中国这个,股友8823g5u653,27,0,08-09 09:45
1479,$上证指数(SH000001)$,股友WdlNSy,54,4,08-09 09:27
1480,老铁双击666,基民e51369576d,25,0,08-09 09:45
1481,今天横盘明天继续趺,芷峻逢源,46,0,08-09 09:45
1482,指数不跌个股暴跌的行情,坚持看空100年,47,0,08-09 09:45
1483,忠言砺耳：别担心，蓝筹还有援军,忠言砺耳,2126,3,08-07 11:13
1484,呵呵，深不见底,lo200910,28,0,08-09 09:44
1485,今天A股收红,股友hd08688108,28,0,08-09 09:44
1486,不看好，收盘3199,分歧进,52,0,08-09 09:44
1487,李大霄的还验证了,股友老青,71,1,08-09 09:40
1488,牛呢？,悠闲的王美波,34,0,08-09 09:42
1489,每天能保持8成下跌也是不容易,尼古拉斯_张三,32,0,08-09 09:44
1490,靠券商拉了两天，大多数人那两天也没赚钱，这踏马直接来练九阴真经的，赚钱没份，亏钱,柔美的绿韭菜,17,0,08-09 09:44
1491,烂泥扶不上墙啊，卖烂铜烂铁了[得意][得意][得意],古惊中,36,0,08-09 09:44
1492,跌跌不休,股友Bx7nQ7,33,0,08-09 09:43
1493,还能玩吗？怎么玩？,本人已退,60,0,08-09 09:43
1494,绿王之王，跌王之王[发呆],股友73806U5v21,29,1,08-09 09:39
1495,又开始计算机，啥时候轮到别的？？,股友wl60605120,52,0,08-09 09:43
1496,周三早盘策略以及操作计划！,轩阳论市8888,293,2,08-09 08:56
1497,做空，明天又是星期四，做空!做空!做空,機械傭兵,19,0,08-09 09:43
1498,没戏了，严重缩量，而且资金持续流出,要想穷就买股,19,0,08-09 09:43
1499,大家晚上好，在线的铁粉冒个泡，点点赞热情回帖一波！让兰姐看看你们的存在，你们的认,财经兰姐,429,12,08-08 10:18
1500,今日大势预测20230809BAAAA今日为本周关键时间窗口期，注意盘面变化！,东方老山羊1234,45,1,08-09 08:07
1501,北向别怂主力都跑了四十多亿了,股友592y275H62,91,2,08-09 09:40
1502,自选只有一个红的,现实的蒋凌旋1,85,4,08-09 09:34
1503,我被喊话忽悠了加仓了，可以索赔吗？,股友kKMpHb,23,0,08-09 09:43
1504,禅秘力量托着指数,开朗的夏梦儿,19,0,08-09 09:43
1505,让散户赚到钱自然很对人和资金进来啦，靠画饼是没用的,批着牛皮的黑熊,28,0,08-09 09:43
1506,牛还在吃韭菜,n746013764924250,26,0,08-09 09:43
1507,去你的，从哪里来又回那里去。,耀眼的太阳升起,29,0,08-09 09:42
1508,轻轻地问一句还有面要卖吗？,探险行者,44,0,08-09 09:42
1509,大家清仓别玩了，钱白给这些狗主力不划算,乱弹琴Y,31,0,08-09 09:42
1510,凡省缠论解盘-留个问题给诸位-今天没时间发帖子聊大盘了。,凡省缠论解盘,256,3,06-08 03:45
1511,不是在下跌，就是在下跌的路上，不是低开，就是在酝酿着低开,子丑申辰,41,0,08-09 09:42
1512,见底拉升大牛市了,多元宇宙投机王,29,0,08-09 09:42
